,State Name,Dist Name,Annual Rainfall(mm),NITROGEN SHARE IN NPK (Percent),PHOSPHATE SHARE IN NPK (Percent),POTASH SHARE IN NPK (Percent),Avg Max Temp,Avg Min Temp,Latitude,Longitude,best_crop,Soil_type
883,Uttar Pradesh,Gorakhpur,1274.0,69.6,25.9,4.5,31.63,19.77,26.8,83.4,SUGARCANE,INCEPTISOLS 
884,Uttar Pradesh,Deoria,1237.0,68.1,25.8,6.1,31.45,20.09,26.8,83.9,SUGARCANE,INCEPTISOLS 
885,Uttar Pradesh,Deoria,1237.0,70.8,24.9,4.3,31.7,19.89,26.8,83.9,SUGARCANE,INCEPTISOLS 
886,Uttar Pradesh,Basti,1234.0,69.2,25.8,5.0,31.41,19.71,26.8,82.8,SUGARCANE,INCEPTISOLS 
887,Uttar Pradesh,Basti,1234.0,74.5,22.4,3.1,31.59,19.64,26.8,82.8,SUGARCANE,INCEPTISOLS 
888,Uttar Pradesh,Basti,1234.0,77.3,19.9,2.7,31.25,19.49,26.8,82.8,SUGARCANE,INCEPTISOLS 
889,Uttar Pradesh,Basti,1234.0,74.2,21.4,4.4,31.26,19.49,26.8,82.8,SUGARCANE,INCEPTISOLS 
890,Uttar Pradesh,Basti,1234.0,69.3,26.0,4.8,31.39,19.58,26.8,82.8,SUGARCANE,INCEPTISOLS 
891,Uttar Pradesh,Azamgarh,1048.0,72.1,25.2,2.7,32.23,20.19,26.0,83.2,SUGARCANE,INCEPTISOLS 
892,Uttar Pradesh,Azamgarh,1048.0,75.2,22.8,2.0,32.5,20.02,26.0,83.2,SUGARCANE,INCEPTISOLS 
893,Uttar Pradesh,Azamgarh,1048.0,77.6,19.7,2.7,32.08,19.94,26.0,83.2,SUGARCANE,INCEPTISOLS 
894,Uttar Pradesh,Azamgarh,1048.0,74.3,21.4,4.3,32.07,19.83,26.0,83.2,SUGARCANE,INCEPTISOLS 
895,Uttar Pradesh,Azamgarh,1048.0,69.3,26.0,4.7,32.12,19.89,26.0,83.2,SUGARCANE,INCEPTISOLS 
896,Uttar Pradesh,Lucknow,992.0,73.3,23.3,3.3,31.74,19.95,26.9,80.9,SUGARCANE,INCEPTISOLS 
897,Uttar Pradesh,Lucknow,992.0,79.1,19.3,1.7,31.8,20.02,26.9,80.9,SUGARCANE,INCEPTISOLS 
898,Uttar Pradesh,Unnao,946.0,73.8,23.9,2.3,31.96,20.09,26.6,80.5,SUGARCANE,INCEPTISOLS 
899,Uttar Pradesh,Unnao,946.0,72.1,25.8,2.1,32.01,20.18,26.6,80.5,SUGARCANE,INCEPTISOLS 
900,Uttar Pradesh,Sitapur,1099.0,74.0,23.7,2.4,31.34,19.87,27.6,80.8,SUGARCANE,INCEPTISOLS 
901,Uttar Pradesh,Sitapur,1099.0,77.1,21.1,1.7,31.33,19.94,27.6,80.8,SUGARCANE,INCEPTISOLS 
902,Uttar Pradesh,Sitapur,1099.0,77.5,19.8,2.7,31.16,19.54,27.6,80.8,SUGARCANE,INCEPTISOLS 
903,Uttar Pradesh,Sitapur,1099.0,74.2,21.4,4.4,31.16,19.68,27.6,80.8,SUGARCANE,INCEPTISOLS 
904,Uttar Pradesh,Sitapur,1099.0,69.3,26.0,4.8,31.33,19.82,27.6,80.8,SUGARCANE,INCEPTISOLS 
905,Uttar Pradesh,Hardoi,1062.0,74.8,23.5,1.8,31.72,19.91,27.4,80.1,SUGARCANE,INCEPTISOLS 
906,Uttar Pradesh,Hardoi,1062.0,68.8,27.6,3.5,31.67,20.03,27.4,80.1,SUGARCANE,INCEPTISOLS 
907,Uttar Pradesh,Hardoi,1062.0,77.4,19.9,2.7,31.51,19.57,27.4,80.1,SUGARCANE,INCEPTISOLS 
908,Uttar Pradesh,Hardoi,1062.0,74.2,21.4,4.4,31.52,19.76,27.4,80.1,SUGARCANE,INCEPTISOLS 
909,Uttar Pradesh,Hardoi,1062.0,69.3,26.0,4.8,31.72,19.91,27.4,80.1,SUGARCANE,INCEPTISOLS 
910,Uttar Pradesh,Kheri,1132.0,80.8,17.3,2.0,30.95,19.76,27.9,80.8,SUGARCANE,INCEPTISOLS 
911,Uttar Pradesh,Kheri,1132.0,76.8,21.3,1.9,30.88,19.85,27.9,80.8,SUGARCANE,INCEPTISOLS 
912,Uttar Pradesh,Kheri,1132.0,77.6,19.7,2.7,30.76,19.43,27.9,80.8,SUGARCANE,INCEPTISOLS 
913,Uttar Pradesh,Kheri,1132.0,74.3,21.4,4.3,30.76,19.61,27.9,80.8,SUGARCANE,INCEPTISOLS 
914,Uttar Pradesh,Faizabad,1169.0,71.1,25.0,3.9,31.73,19.85,26.5,82.4,SUGARCANE,INCEPTISOLS 
915,Uttar Pradesh,Faizabad,1169.0,69.8,27.5,2.8,31.86,19.81,26.5,82.4,SUGARCANE,INCEPTISOLS 
916,Uttar Pradesh,Gonda,1294.0,71.0,24.7,4.3,31.5,19.68,27.1,82.0,SUGARCANE,INCEPTISOLS 
917,Uttar Pradesh,Gonda,1294.0,74.1,23.3,2.6,31.62,19.66,27.1,82.0,SUGARCANE,INCEPTISOLS 
918,Uttar Pradesh,Gonda,1294.0,77.8,19.5,2.7,31.31,19.41,27.1,82.0,SUGARCANE,INCEPTISOLS 
919,Uttar Pradesh,Gonda,1294.0,74.3,21.3,4.3,31.34,19.48,27.1,82.0,SUGARCANE,INCEPTISOLS 
920,Uttar Pradesh,Gonda,1294.0,69.3,26.0,4.7,31.45,19.57,27.1,82.0,SUGARCANE,INCEPTISOLS 
921,Uttar Pradesh,Bahraich,1177.0,63.9,27.3,8.8,31.28,19.64,27.6,81.6,SUGARCANE,INCEPTISOLS 
922,Uttar Pradesh,Bahraich,1177.0,67.6,26.8,5.6,31.31,19.66,27.6,81.6,SUGARCANE,INCEPTISOLS 
923,Uttar Pradesh,Bahraich,1177.0,77.8,19.5,2.7,31.1,19.34,27.6,81.6,SUGARCANE,INCEPTISOLS 
924,Uttar Pradesh,Bahraich,1177.0,74.4,21.3,4.3,31.13,19.47,27.6,81.6,SUGARCANE,INCEPTISOLS 
925,Uttar Pradesh,Bahraich,1177.0,69.4,26.0,4.7,31.27,19.59,27.6,81.6,SUGARCANE,INCEPTISOLS 
926,Uttar Pradesh,Sultanpur,1111.0,72.0,24.5,3.5,32.05,20.08,26.2,82.0,SUGARCANE,INCEPTISOLS 
927,Uttar Pradesh,Sultanpur,1111.0,73.2,23.9,2.9,32.25,20.01,26.2,82.0,SUGARCANE,INCEPTISOLS 
928,Uttar Pradesh,Sultanpur,1111.0,78.4,19.0,2.7,31.92,19.82,26.2,82.0,SUGARCANE,INCEPTISOLS 
929,Uttar Pradesh,Sultanpur,1111.0,74.6,21.2,4.2,31.89,19.82,26.2,82.0,SUGARCANE,INCEPTISOLS 
930,Uttar Pradesh,Pratapgarh,1035.0,70.9,25.1,4.0,32.51,20.1,25.8,81.8,SUGARCANE,INCEPTISOLS 
931,Uttar Pradesh,Pratapgarh,1035.0,73.0,23.8,3.1,32.35,19.71,25.8,81.8,SUGARCANE,INCEPTISOLS 
932,Uttar Pradesh,Pratapgarh,1035.0,77.7,19.6,2.7,32.03,19.55,25.8,81.8,SUGARCANE,INCEPTISOLS 
933,Uttar Pradesh,Pratapgarh,1035.0,74.3,21.4,4.3,32.83,20.25,25.8,81.8,SUGARCANE,INCEPTISOLS 
934,Uttar Pradesh,Barabanki,1089.0,76.5,21.3,2.2,31.56,19.83,26.9,81.3,SUGARCANE,INCEPTISOLS 
935,Uttar Pradesh,Barabanki,1089.0,71.8,26.4,1.9,31.65,19.87,26.9,81.3,SUGARCANE,INCEPTISOLS 
936,Uttar Pradesh,Barabanki,1089.0,77.4,19.9,2.7,31.38,19.51,26.9,81.3,SUGARCANE,INCEPTISOLS 
937,Uttar Pradesh,Barabanki,1089.0,74.2,21.4,4.4,31.43,19.6,26.9,81.3,SUGARCANE,INCEPTISOLS 
938,Uttarakhand,Nainital,1360.0,71.5,20.1,8.4,26.64,16.65,29.5,79.7,SUGARCANE,INCEPTISOLS 
939,Uttarakhand,Nainital,1360.0,70.6,20.4,9.0,26.34,16.85,29.5,79.7,SUGARCANE,INCEPTISOLS 
940,Uttarakhand,Nainital,1360.0,76.1,17.1,6.8,26.45,16.31,29.5,79.7,SUGARCANE,INCEPTISOLS 
941,Uttarakhand,Nainital,1360.0,79.6,14.7,5.7,26.36,16.56,29.5,79.7,SUGARCANE,INCEPTISOLS 
942,Uttarakhand,Nainital,1360.0,83.0,12.9,4.1,26.52,16.67,29.5,79.7,SUGARCANE,INCEPTISOLS 
1099,Orissa,Bolangir,1588.0,60.4,23.8,15.8,32.63,21.41,20.3,83.2,SUGARCANE,USTALF/USTOLLS 
1100,Orissa,Bolangir,1588.0,62.4,24.8,12.8,33.39,22.0,20.3,83.2,SUGARCANE,USTALF/USTOLLS 
1101,Orissa,Bolangir,1588.0,61.4,27.4,11.2,32.93,21.53,20.3,83.2,SUGARCANE,USTALF/USTOLLS 
1102,Orissa,Bolangir,1588.0,63.5,23.6,13.0,33.12,21.75,20.3,83.2,MAIZE,USTALF/USTOLLS 
1111,Orissa,Ganjam,1311.0,78.6,18.4,3.0,30.57,22.18,19.3,84.9,SUGARCANE,ORTHIDS 
1112,Orissa,Ganjam,1311.0,78.8,17.0,4.2,31.14,22.63,19.3,84.9,SUGARCANE,ORTHIDS 
1113,Orissa,Ganjam,1311.0,78.8,13.3,7.9,30.76,22.26,19.3,84.9,SUGARCANE,ORTHIDS 
1114,Orissa,Ganjam,1311.0,75.8,17.2,7.0,30.89,22.46,19.3,84.9,MAIZE,ORTHIDS 
1115,Orissa,Kalahandi,1511.0,63.4,24.5,12.1,31.2,20.48,19.3,83.1,SUGARCANE,USTALF/USTOLLS 
1116,Orissa,Kalahandi,1511.0,59.2,30.3,10.5,31.96,21.14,19.3,83.1,SUGARCANE,USTALF/USTOLLS 
1117,Orissa,Kalahandi,1511.0,61.5,25.9,12.6,31.55,20.69,19.3,83.1,SUGARCANE,USTALF/USTOLLS 
1118,Orissa,Kalahandi,1511.0,63.9,25.6,10.5,31.75,20.94,19.3,83.1,MAIZE,USTALF/USTOLLS 
1119,Orissa,Keonjhar,1422.0,59.4,33.6,7.0,30.95,20.36,21.6,85.6,SUGARCANE,USTALF/USTOLLS 
1120,Orissa,Keonjhar,1422.0,65.1,26.6,8.3,30.94,20.11,21.6,85.6,SUGARCANE,USTALF/USTOLLS 
1121,Orissa,Keonjhar,1422.0,57.7,32.5,9.8,30.54,19.84,21.6,85.6,SUGARCANE,USTALF/USTOLLS 
1122,Orissa,Keonjhar,1422.0,54.6,35.0,10.4,30.64,19.97,21.6,85.6,MAIZE,USTALF/USTOLLS 
1127,Orissa,Mayurbhanja,1361.0,59.6,30.5,9.9,30.7,20.64,19.1,86.4,SUGARCANE,USTALF/USTOLLS 
1128,Orissa,Mayurbhanja,1361.0,67.8,22.9,9.3,30.71,20.19,19.1,86.4,SUGARCANE,USTALF/USTOLLS 
1129,Orissa,Mayurbhanja,1361.0,62.4,27.3,10.3,30.33,19.91,19.1,86.4,RICE,USTALF/USTOLLS 
1130,Orissa,Mayurbhanja,1361.0,60.4,28.6,11.0,30.39,20.02,19.1,86.4,MAIZE,USTALF/USTOLLS 
1131,Orissa,Puri,1440.0,61.1,23.5,15.4,30.42,22.88,19.8,85.8,SUGARCANE,ORTHIDS 
1132,Orissa,Puri,1440.0,62.0,23.7,14.3,30.81,23.17,19.8,85.8,SUGARCANE,ORTHIDS 
1133,Orissa,Puri,1440.0,62.7,22.5,14.8,30.44,22.84,19.8,85.8,SUGARCANE,ORTHIDS 
1134,Orissa,Puri,1440.0,59.5,24.2,16.2,30.63,23.05,19.8,85.8,MAIZE,ORTHIDS 
1135,Orissa,Sambalpur,1764.0,60.1,29.1,10.8,32.31,20.57,21.5,84.0,SUGARCANE,USTALF/USTOLLS 
1136,Orissa,Sambalpur,1764.0,63.6,25.0,11.4,32.7,20.86,21.5,84.0,SUGARCANE,USTALF/USTOLLS 
1137,Orissa,Sambalpur,1764.0,63.5,25.8,10.7,32.11,20.45,21.5,84.0,SUGARCANE,USTALF/USTOLLS 
1138,Orissa,Sambalpur,1764.0,64.8,24.2,11.0,32.3,20.64,21.5,84.0,MAIZE,USTALF/USTOLLS 
1139,Orissa,Sundargarh,1572.0,64.8,30.5,4.7,32.15,20.43,21.5,84.9,SUGARCANE,USTALF/USTOLLS 
1140,Orissa,Sundargarh,1572.0,64.3,27.5,8.2,32.26,20.29,21.5,84.9,SUGARCANE,USTALF/USTOLLS 
1141,Orissa,Sundargarh,1572.0,60.1,30.0,9.9,31.79,20.03,21.5,84.9,SUGARCANE,USTALF/USTOLLS 
1142,Orissa,Sundargarh,1572.0,62.7,27.0,10.3,31.9,20.16,21.5,84.9,MAIZE,USTALF/USTOLLS 
1143,West Bengal,Nadia,1434.0,56.0,26.3,17.7,32.01,20.92,23.4,88.5,SUGARCANE,ORTHIDS 
1144,West Bengal,Nadia,1434.0,59.6,23.6,16.7,31.79,20.31,23.4,88.5,SUGARCANE,ORTHIDS 
1145,West Bengal,Nadia,1434.0,63.7,20.1,16.3,31.44,20.21,23.4,88.5,SUGARCANE,ORTHIDS 
1146,West Bengal,Nadia,1434.0,60.6,22.1,17.2,31.36,20.28,23.4,88.5,SUGARCANE,ORTHIDS 
1147,West Bengal,Nadia,1434.0,60.2,26.0,13.8,31.44,20.34,23.4,88.5,SUGARCANE,ORTHIDS 
1162,West Bengal,Bankura,1373.0,43.7,34.1,22.2,32.02,21.58,24.4,87.2,SUGARCANE,USTALF/USTOLLS 
1163,West Bengal,Bankura,1373.0,47.5,36.2,16.2,31.89,20.99,24.4,87.2,MAIZE,USTALF/USTOLLS 
1164,West Bengal,Bankura,1373.0,52.7,23.4,24.0,31.5,20.71,24.4,87.2,RICE,USTALF/USTOLLS 
1165,West Bengal,Bankura,1373.0,46.9,29.5,23.6,31.5,20.81,24.4,87.2,SUGARCANE,USTALF/USTOLLS 
1166,West Bengal,Hooghly,1622.0,38.1,35.2,26.7,31.65,21.56,22.9,88.3,SUGARCANE,ORTHIDS 
1167,West Bengal,Hooghly,1622.0,40.3,34.2,25.5,31.49,20.96,22.9,88.3,RICE,ORTHIDS 
1168,West Bengal,Hooghly,1622.0,43.9,26.5,29.6,31.14,20.71,22.9,88.3,SUGARCANE,ORTHIDS 
1169,West Bengal,Hooghly,1622.0,40.7,30.9,28.4,31.13,20.83,22.9,88.3,SUGARCANE,ORTHIDS 
1170,West Bengal,Hooghly,1622.0,39.8,32.3,27.9,31.22,20.9,22.9,88.3,SUGARCANE,ORTHIDS 
1171,West Bengal,Howrah,1831.0,45.8,32.4,21.8,31.34,21.98,22.6,88.0,SUGARCANE,INCEPTISOLS 
1172,West Bengal,Howrah,1831.0,48.7,25.7,25.6,31.25,21.39,22.6,88.0,SUGARCANE,INCEPTISOLS 
1173,West Bengal,Howrah,1831.0,59.4,19.6,21.0,30.91,21.06,22.6,88.0,GROUNDNUT,INCEPTISOLS 
1174,West Bengal,Howrah,1831.0,46.9,29.9,23.2,30.93,21.2,22.6,88.0,RICE,INCEPTISOLS 
1175,West Bengal,Howrah,1831.0,51.6,29.4,18.9,31.01,21.27,22.6,88.0,SUGARCANE,INCEPTISOLS 
1176,West Bengal,Jalpaiguri,3390.0,53.6,23.5,22.9,29.79,20.17,26.5,88.7,SUGARCANE,INCEPTISOLS 
1177,West Bengal,Jalpaiguri,3390.0,56.2,23.5,20.3,29.65,19.63,26.5,88.7,SUGARCANE,INCEPTISOLS 
1178,West Bengal,Jalpaiguri,3390.0,59.1,14.7,26.3,29.58,19.97,26.5,88.7,SUGARCANE,INCEPTISOLS 
1179,West Bengal,Jalpaiguri,3390.0,55.3,20.3,24.4,29.5,19.8,26.5,88.7,SUGARCANE,INCEPTISOLS 
1180,West Bengal,Darjeeling,2759.0,43.9,42.4,13.7,25.78,17.12,27.1,88.3,SUGARCANE,INCEPTISOLS 
1181,West Bengal,Darjeeling,2759.0,50.9,20.9,28.2,25.73,16.66,27.1,88.3,SUGARCANE,INCEPTISOLS 
1182,West Bengal,Darjeeling,2759.0,0.0,0.0,0.0,25.56,16.77,27.1,88.3,MAIZE,INCEPTISOLS 
1183,West Bengal,Darjeeling,2759.0,0.0,0.0,0.0,25.37,16.73,27.1,88.3,SUGARCANE,INCEPTISOLS 
1184,West Bengal,Malda,1410.0,55.7,26.0,18.3,30.98,20.41,25.0,88.1,SUGARCANE,INCEPTISOLS 
1185,West Bengal,Malda,1410.0,57.9,25.3,16.8,30.78,19.81,25.0,88.1,SUGARCANE,INCEPTISOLS 
1186,West Bengal,Malda,1410.0,64.6,19.1,16.3,30.56,19.94,25.0,88.1,SUGARCANE,INCEPTISOLS 
1187,West Bengal,Malda,1410.0,59.3,23.2,17.5,30.47,19.94,25.0,88.1,SUGARCANE,INCEPTISOLS 
1188,West Bengal,Malda,1410.0,59.3,23.7,16.9,30.32,19.92,25.0,88.1,SUGARCANE,INCEPTISOLS 
1189,West Bengal,Cooch Behar,2896.0,51.7,30.5,17.8,29.97,20.15,26.0,89.5,SUGARCANE,INCEPTISOLS 
1190,West Bengal,Cooch Behar,2896.0,60.4,23.5,16.1,29.71,19.54,26.0,89.5,SUGARCANE,INCEPTISOLS 
1191,West Bengal,Purulia,1307.0,60.1,26.6,13.3,31.97,21.24,23.0,86.4,SUGARCANE,USTALF/USTOLLS 
1192,West Bengal,Purulia,1307.0,61.4,26.3,12.3,31.98,20.79,23.0,86.4,SUGARCANE,USTALF/USTOLLS 
1193,West Bengal,Purulia,1307.0,79.4,11.0,9.6,31.56,20.53,23.0,86.4,SUGARCANE,USTALF/USTOLLS 
1194,West Bengal,Purulia,1307.0,55.6,26.2,18.2,31.56,20.57,23.0,86.4,SUGARCANE,USTALF/USTOLLS 
1195,West Bengal,Purulia,1307.0,60.1,30.0,9.9,31.52,20.59,23.0,86.4,SUGARCANE,USTALF/USTOLLS 
1196,Bihar,Muzaffarpur,1250.0,69.9,21.4,8.7,30.67,19.9,26.1,85.4,WHEAT,INCEPTISOLS 
1197,Bihar,Muzaffarpur,1250.0,75.6,18.6,5.8,30.82,19.61,26.1,85.4,SUGARCANE,INCEPTISOLS 
1198,Bihar,Muzaffarpur,1250.0,74.1,17.2,8.7,30.36,19.52,26.1,85.4,SUGARCANE,INCEPTISOLS 
1199,Bihar,Muzaffarpur,1250.0,73.9,17.4,8.8,30.45,19.51,26.1,85.4,SUGARCANE,INCEPTISOLS 
1200,Bihar,Muzaffarpur,1250.0,74.3,19.8,5.9,30.33,19.47,26.1,85.4,SUGARCANE,INCEPTISOLS 
1201,Bihar,Darbhanga,1258.0,70.5,23.7,5.8,30.63,19.75,26.1,85.6,WHEAT,INCEPTISOLS 
1202,Bihar,Darbhanga,1258.0,70.1,24.5,5.4,30.71,19.38,26.1,85.6,SUGARCANE,INCEPTISOLS 
1203,Bihar,Darbhanga,1258.0,75.0,17.3,7.7,30.28,19.33,26.1,85.6,SUGARCANE,INCEPTISOLS 
1204,Bihar,Darbhanga,1258.0,67.9,23.6,8.5,30.38,19.34,26.1,85.6,SUGARCANE,INCEPTISOLS 
1205,Bihar,Darbhanga,1258.0,72.9,21.4,5.8,30.16,19.29,26.1,85.6,SUGARCANE,INCEPTISOLS 
1206,Bihar,Saharsa,1525.0,67.5,19.4,13.1,30.92,19.98,26.2,86.8,MAIZE,INCEPTISOLS 
1207,Bihar,Saharsa,1525.0,74.1,17.0,8.9,30.93,19.53,26.2,86.8,SUGARCANE,INCEPTISOLS 
1208,Bihar,Saharsa,1525.0,75.5,13.7,10.9,30.54,19.51,26.2,86.8,MAIZE,INCEPTISOLS 
1209,Bihar,Saharsa,1525.0,70.3,16.2,13.5,30.63,19.51,26.2,86.8,SUGARCANE,INCEPTISOLS 
1210,Bihar,Saharsa,1525.0,70.2,18.6,11.2,30.4,19.49,26.2,86.8,SUGARCANE,INCEPTISOLS 
1211,Bihar,Purnea,1483.0,60.6,25.0,14.4,31.08,19.93,25.8,87.5,MAIZE,INCEPTISOLS 
1212,Bihar,Purnea,1483.0,62.5,28.2,9.3,31.02,19.44,25.8,87.5,SUGARCANE,INCEPTISOLS 
1213,Bihar,Purnea,1483.0,65.3,20.2,14.4,30.7,19.46,25.8,87.5,SUGARCANE,INCEPTISOLS 
1214,Bihar,Purnea,1483.0,64.9,20.2,15.0,30.71,19.4,25.8,87.5,SUGARCANE,INCEPTISOLS 
1215,Bihar,Purnea,1483.0,63.3,25.5,11.3,30.58,19.4,25.8,87.5,MAIZE,INCEPTISOLS 
1216,Bihar,Saran,1168.0,68.2,23.9,7.9,31.08,20.44,26.0,84.8,WHEAT,INCEPTISOLS 
1217,Bihar,Saran,1168.0,71.2,23.3,5.5,31.24,20.15,26.0,84.8,SUGARCANE,INCEPTISOLS 
1218,Bihar,Saran,1168.0,75.0,19.8,5.1,30.78,20.07,26.0,84.8,SUGARCANE,INCEPTISOLS 
1219,Bihar,Saran,1168.0,76.2,17.3,6.6,30.84,20.02,26.0,84.8,SUGARCANE,INCEPTISOLS 
1220,Bihar,Saran,1168.0,75.5,21.0,3.5,30.77,20.0,26.0,84.8,SUGARCANE,INCEPTISOLS 
1221,Bihar,Patna,1110.0,73.7,20.3,6.0,31.49,21.0,25.6,85.0,WHEAT,INCEPTISOLS 
1222,Bihar,Patna,1110.0,76.5,16.9,6.6,31.62,20.67,25.6,85.0,SUGARCANE,INCEPTISOLS 
1223,Bihar,Patna,1110.0,79.3,15.1,5.6,31.14,20.58,25.6,85.0,SUGARCANE,INCEPTISOLS 
1224,Bihar,Patna,1110.0,77.7,18.8,3.5,31.22,20.55,25.6,85.0,SUGARCANE,INCEPTISOLS 
1225,Bihar,Patna,1110.0,80.8,17.0,2.2,31.1,20.54,25.6,85.0,SUGARCANE,INCEPTISOLS 
1226,Bihar,Mungair,956.0,74.4,17.4,8.2,31.54,20.69,24.9,86.2,MAIZE,USTALF/USTOLLS 
1227,Bihar,Mungair,956.0,66.5,26.4,7.1,31.53,20.23,24.9,86.2,SUGARCANE,USTALF/USTOLLS 
1228,Bihar,Mungair,956.0,82.5,10.6,6.9,31.17,20.2,24.9,86.2,SUGARCANE,USTALF/USTOLLS 
1229,Bihar,Mungair,956.0,81.4,11.6,7.0,31.19,20.16,24.9,86.2,SUGARCANE,USTALF/USTOLLS 
1230,Bihar,Mungair,956.0,79.9,13.0,7.1,30.99,20.12,24.9,86.2,SUGARCANE,USTALF/USTOLLS 
1231,Bihar,Bhagalpur,1146.0,70.5,20.5,8.9,31.51,20.45,25.15,87.01,MAIZE,INCEPTISOLS 
1232,Bihar,Bhagalpur,1146.0,73.6,20.9,5.5,31.44,19.95,25.15,87.01,SUGARCANE,INCEPTISOLS 
1233,Bihar,Bhagalpur,1146.0,79.2,11.7,9.1,31.13,19.96,25.15,87.01,SUGARCANE,INCEPTISOLS 
1234,Bihar,Bhagalpur,1146.0,75.6,12.5,11.9,31.11,19.89,25.15,87.01,SUGARCANE,INCEPTISOLS 
1235,Bihar,Bhagalpur,1146.0,72.8,21.1,6.1,30.92,19.86,25.15,87.01,SUGARCANE,INCEPTISOLS 
1236,Jharkhand,Hazaribagh,1319.0,67.8,24.5,7.7,30.59,19.64,24.0,85.4,RICE,USTALF/USTOLLS 
1237,Jharkhand,Hazaribagh,1319.0,82.2,15.7,2.1,30.7,19.27,24.0,85.4,SUGARCANE,USTALF/USTOLLS 
1239,Jharkhand,Hazaribagh,1319.0,88.0,10.3,1.6,30.25,19.05,24.0,85.4,SUGARCANE,USTALF/USTOLLS 
1240,Jharkhand,Hazaribagh,1319.0,74.0,23.0,3.0,30.22,19.08,24.0,85.4,WHEAT,USTALF/USTOLLS 
1241,Jharkhand,Dhanbad,1198.0,77.6,18.5,4.0,31.86,21.21,23.8,86.4,RICE,USTALF/USTOLLS 
1243,Jharkhand,Dhanbad,1198.0,93.0,7.0,0.0,31.5,20.59,23.8,86.4,RICE,USTALF/USTOLLS 
1246,Jharkhand,Palamau,1237.0,79.5,19.0,1.5,31.73,19.88,24.1,84.1,SUGARCANE,USTALF/USTOLLS 
1247,Jharkhand,Palamau,1237.0,70.3,26.5,3.2,31.98,19.62,24.1,84.1,SUGARCANE,USTALF/USTOLLS 
1248,Jharkhand,Palamau,1237.0,71.1,25.0,3.9,31.47,19.4,24.1,84.1,SUGARCANE,USTALF/USTOLLS 
1249,Jharkhand,Palamau,1237.0,93.7,5.0,1.3,31.47,19.32,24.1,84.1,SUGARCANE,USTALF/USTOLLS 
1250,Jharkhand,Palamau,1237.0,86.0,12.6,1.4,31.52,19.41,24.1,84.1,WHEAT,USTALF/USTOLLS 
1251,Jharkhand,Ranchi,1462.0,63.9,27.7,8.4,30.22,19.15,23.4,85.0,RICE,USTALF/USTOLLS 
1252,Jharkhand,Ranchi,1462.0,70.8,26.5,2.8,30.38,18.78,23.4,85.0,SUGARCANE,USTALF/USTOLLS 
1253,Jharkhand,Ranchi,1462.0,78.1,18.0,3.9,29.92,18.53,23.4,85.0,SUGARCANE,USTALF/USTOLLS 
1254,Jharkhand,Ranchi,1462.0,65.1,29.7,5.2,29.89,18.5,23.4,85.0,SUGARCANE,USTALF/USTOLLS 
